Order_ID,Order_Date,Order_YearMonth,Retailer_ID,Product_SKU, Product_Price , Product_Cost , Order_Quantity , Sales_Amount , Cost_of_Goods_Sold ,Product_Discount,Profit,Profit_Margin
2551,03/07/19,201903,724,MSH08-34-Green, £30.00 , £18.15 ,18, £540.00 , £326.70 ,18.92%, £213.30 ,40%
2552,03/07/19,201903,368,MT11-XL-Blue, £22.00 , £7.11 ,25, £550.00 , £177.75 ,8.33%, £372.25 ,68%
2553,03/07/19,201903,652,MS08-XS-Black, £23.00 , £9.29 ,42, £966.00 , £390.18 ,8.00%, £575.82 ,60%
2554,03/07/19,201903,769,MSH05-33-Black, £35.00 , £17.44 ,14, £490.00 , £244.16 ,22.22%, £245.84 ,50%
2555,03/07/19,201903,623,MT08-S-Green, £20.00 , £6.67 ,48, £960.00 , £320.16 ,13.04%, £639.84 ,67%
2556,03/07/19,201903,77,MH06-L-Blue, £32.00 , £16.00 ,11, £352.00 , £176.00 ,25.58%, £176.00 ,50%
2557,03/08/19,201903,481,MP01-36-Purple, £52.00 , £24.01 ,49," £2,548.00 "," £1,176.49 ",0.00%," £1,371.51 ",54%
2558,03/08/19,201903,17,WB05-M-Black, £30.00 , £12.55 ,19, £570.00 , £238.45 ,0.00%, £331.55 ,58%
2559,03/09/19,201903,121,MH04-M-Green, £41.00 , £20.03 ,36," £1,476.00 ", £721.08 ,8.89%, £754.92 ,51%
2560,03/10/19,201903,54,MS03-XS-Gray, £24.00 , £9.12 ,29, £696.00 , £264.48 ,4.00%, £431.52 ,62%
2561,03/10/19,201903,415,WB04-XS-Blue, £30.00 , £11.37 ,21, £630.00 , £238.77 ,0.00%, £391.23 ,62%
2562,03/10/19,201903,261,MP05-32-Black, £44.00 , £18.10 ,13, £572.00 , £235.30 ,0.00%, £336.70 ,59%
2563,03/10/19,201903,519,WB05-XS-Black, £15.00 , £8.00 ,12, £180.00 , £96.00 ,44.44%, £84.00 ,47%
2564,03/10/19,201903,786,MT06-XS-Black, £24.00 , £9.80 ,21, £504.00 , £205.80 ,4.00%, £298.20 ,59%
2565,03/10/19,201903,479,MJ07-L-Black, £47.00 , £23.53 ,4, £188.00 , £94.12 ,26.56%, £93.88 ,50%
2566,03/10/19,201903,667,WB05-XS-Orange, £17.00 , £10.11 ,36, £612.00 , £363.96 ,37.04%, £248.04 ,41%
2567,03/11/19,201903,198,WB05-XS-Purple, £18.00 , £13.10 ,8, £144.00 , £104.80 ,37.93%, £39.20 ,27%
2568,03/11/19,201903,515,MT04-S-Blue, £23.00 , £8.46 ,9, £207.00 , £76.14 ,8.00%, £130.86 ,63%
2569,03/11/19,201903,671,MP09-36-Blue, £50.00 , £22.91 ,31," £1,550.00 ", £710.21 ,9.09%, £839.79 ,54%
2570,03/11/19,201903,624,MT10-M-Yellow, £24.00 , £9.32 ,42," £1,008.00 ", £391.44 ,0.00%, £616.56 ,61%
2571,03/11/19,201903,739,MP10-36-Green, £45.00 , £21.80 ,16, £720.00 , £348.80 ,16.67%, £371.20 ,52%
2572,03/11/19,201903,379,MT02-XS-Gray, £23.00 , £8.97 ,34, £782.00 , £304.98 ,8.00%, £477.02 ,61%
2573,03/11/19,201903,445,MH01-S-Black, £43.00 , £17.46 ,47," £2,021.00 ", £820.62 ,2.27%," £1,200.38 ",59%
2574,03/11/19,201903,603,MJ11-M-Green, £52.00 , £28.10 ,23," £1,196.00 ", £646.30 ,20.00%, £549.70 ,46%
2575,03/11/19,201903,450,MP12-34-Red, £47.00 , £19.13 ,28," £1,316.00 ", £535.64 ,6.00%, £780.36 ,59%
2576,03/12/19,201903,97,WH01-S-Pink, £25.00 , £11.87 ,41," £1,025.00 ", £486.67 ,37.50%, £538.33 ,53%
2577,03/12/19,201903,315,MSH09-32-Green, £44.00 , £29.48 ,24," £1,056.00 ", £707.52 ,0.00%, £348.48 ,33%
2578,03/12/19,201903,265,MJ11-S-Black, £50.00 , £29.55 ,20," £1,000.00 ", £591.00 ,21.88%, £409.00 ,41%
2579,03/12/19,201903,318,WB04-L-Blue, £21.00 , £11.45 ,16, £336.00 , £183.20 ,30.00%, £152.80 ,45%
2580,03/13/19,201903,200,MP08-36-Red, £52.00 , £21.24 ,36," £1,872.00 ", £764.64 ,5.45%," £1,107.36 ",59%
2581,03/13/19,201903,443,MH07-XS-Black, £44.00 , £14.58 ,10, £440.00 , £145.80 ,0.00%, £294.20 ,67%
2582,03/13/19,201903,306,MH05-XS-Red, £20.00 , £12.74 ,10, £200.00 , £127.40 ,55.56%, £72.60 ,36%
2583,03/13/19,201903,571,MSH04-32-Gray, £39.00 , £22.07 ,11, £429.00 , £242.77 ,13.33%, £186.23 ,43%
2584,03/13/19,201903,564,WH01-L-Green, £45.00 , £20.23 ,26," £1,170.00 ", £525.98 ,0.00%, £644.02 ,55%
2585,03/14/19,201903,8,MJ08-XS-Green, £62.00 , £25.92 ,16, £992.00 , £414.72 ,4.62%, £577.28 ,58%
2586,03/14/19,201903,424,MH08-L-Purple, £37.00 , £23.31 ,46," £1,702.00 "," £1,072.26 ",17.78%, £629.74 ,37%
2587,03/14/19,201903,285,MH02-L-Red, £40.00 , £15.56 ,12, £480.00 , £186.72 ,9.09%, £293.28 ,61%
2588,03/15/19,201903,74,MH07-XL-Green, £41.00 , £12.99 ,32," £1,312.00 ", £415.68 ,0.00%, £896.32 ,68%
2589,03/15/19,201903,672,MJ07-L-Black, £59.00 , £23.53 ,7, £413.00 , £164.71 ,7.81%, £248.29 ,60%
2590,03/15/19,201903,26,MS03-M-Orange, £6.00 , £3.84 ,29, £174.00 , £111.36 ,75.00%, £62.64 ,36%
2591,03/16/19,201903,370,WH01-L-Orange, £36.00 , £13.41 ,19, £684.00 , £254.79 ,18.18%, £429.21 ,63%
2592,03/17/19,201903,687,MS09-XS-Blue, £16.00 , £7.03 ,22, £352.00 , £154.66 ,27.27%, £197.34 ,56%
2593,03/17/19,201903,368,WH01-L-Purple, £32.00 , £12.33 ,46," £1,472.00 ", £567.18 ,28.89%, £904.82 ,61%
2594,03/17/19,201903,691,MP03-32-Blue, £51.00 , £26.01 ,46," £2,346.00 "," £1,196.46 ",3.77%," £1,149.54 ",49%
2595,03/18/19,201903,143,MH04-XL-White, £43.00 , £19.35 ,35," £1,505.00 ", £677.25 ,0.00%, £827.75 ,55%
2596,03/18/19,201903,754,WH01-M-Green, £30.00 , £18.55 ,48," £1,440.00 ", £890.40 ,33.33%, £549.60 ,38%
2597,03/19/19,201903,470,MH03-L-Green, £29.00 , £7.83 ,42," £1,218.00 ", £328.86 ,34.09%, £889.14 ,73%
2598,03/19/19,201903,337,MT03-S-Blue, £22.00 , £9.02 ,15, £330.00 , £135.30 ,0.00%, £194.70 ,59%
2599,03/19/19,201903,264,WH01-M-Orange, £35.00 , £17.85 ,41," £1,435.00 ", £731.85 ,5.41%, £703.15 ,49%
2600,03/19/19,201903,201,MH13-S-Green, £28.00 , £13.67 ,18, £504.00 , £246.06 ,36.36%, £257.94 ,51%
2601,03/19/19,201903,691,MS08-M-Blue, £25.00 , £7.34 ,12, £300.00 , £88.08 ,0.00%, £211.92 ,71%
2602,03/19/19,201903,432,MP11-33-Brown, £51.00 , £24.48 ,49," £2,499.00 "," £1,199.52 ",7.27%," £1,299.48 ",52%
2603,03/19/19,201903,448,WH01-M-Purple, £40.00 , £10.40 ,16, £640.00 , £166.40 ,6.98%, £473.60 ,74%
2604,03/19/19,201903,113,MH09-XL-Green, £35.00 , £18.82 ,28, £980.00 , £526.96 ,22.22%, £453.04 ,46%
2605,03/20/19,201903,44,MS07-XL-White, £22.00 , £9.99 ,43, £946.00 , £429.57 ,12.00%, £516.43 ,55%
2606,03/20/19,201903,336,MS05-L-Black, £24.00 , £7.91 ,36, £864.00 , £284.76 ,0.00%, £579.24 ,67%
2607,03/20/19,201903,450,MSH01-33-Blue, £35.00 , £15.09 ,4, £140.00 , £60.36 ,18.60%, £79.64 ,57%
2608,03/21/19,201903,242,MP04-36-Green, £49.00 , £26.05 ,27," £1,323.00 ", £703.35 ,7.55%, £619.65 ,47%
2609,03/22/19,201903,98,MH01-XS-Black, £37.00 , £22.94 ,14, £518.00 , £321.16 ,13.95%, £196.84 ,38%
2610,03/22/19,201903,494,MS08-M-Black, £21.00 , £6.71 ,38, £798.00 , £254.98 ,16.00%, £543.02 ,68%
2611,03/22/19,201903,89,MSH10-33-Green, £34.00 , £16.09 ,32," £1,088.00 ", £514.88 ,17.07%, £573.12 ,53%
2612,03/22/19,201903,507,MS03-L-Gray, £23.00 , £6.26 ,15, £345.00 , £93.90 ,4.17%, £251.10 ,73%
2613,03/22/19,201903,11,MP05-32-Green, £54.00 , £15.89 ,49," £2,646.00 ", £778.61 ,0.00%," £1,867.39 ",71%
2614,03/23/19,201903,69,MS10-XS-Red, £6.00 , £4.41 ,5, £30.00 , £22.05 ,76.00%, £7.95 ,27%
2615,03/23/19,201903,606,WH01-S-Green, £42.00 , £18.22 ,16, £672.00 , £291.52 ,0.00%, £380.48 ,57%
2616,03/23/19,201903,494,MS06-S-Pink, £23.00 , £9.21 ,33, £759.00 , £303.93 ,8.00%, £455.07 ,60%
2617,03/23/19,201903,604,MP05-36-Black, £49.00 , £28.18 ,31," £1,519.00 ", £873.58 ,0.00%, £645.42 ,42%
2618,03/23/19,201903,505,MH06-M-Black, £42.00 , £11.90 ,22, £924.00 , £261.80 ,4.55%, £662.20 ,72%
2619,03/23/19,201903,599,WB05-XS-Orange, £27.00 , £10.11 ,48," £1,296.00 ", £485.28 ,0.00%, £810.72 ,63%
2620,03/24/19,201903,523,MH07-XL-Green, £22.00 , £12.99 ,5, £110.00 , £64.95 ,46.34%, £45.05 ,41%
2621,03/24/19,201903,724,WB04-XL-Blue, £29.00 , £11.21 ,22, £638.00 , £246.62 ,0.00%, £391.38 ,61%
2622,03/24/19,201903,641,MP01-34-Gray, £53.00 , £28.12 ,30," £1,590.00 ", £843.60 ,0.00%, £746.40 ,47%
2623,03/25/19,201903,16,MT01-XS-Gray, £21.00 , £9.65 ,42, £882.00 , £405.30 ,12.50%, £476.70 ,54%
2624,03/25/19,201903,417,WB03-M-Green, £18.00 , £14.03 ,43, £774.00 , £603.29 ,37.93%, £170.71 ,22%
2625,03/25/19,201903,72,MH03-XL-Blue, £42.00 , £16.83 ,29," £1,218.00 ", £488.07 ,6.67%, £729.93 ,60%
2626,03/26/19,201903,311,MJ09-XS-Blue, £61.00 , £24.54 ,2, £122.00 , £49.08 ,0.00%, £72.92 ,60%
2627,03/26/19,201903,714,MH11-S-Red, £38.00 , £19.63 ,3, £114.00 , £58.89 ,15.56%, £55.11 ,48%
2628,03/26/19,201903,110,MP09-34-Red, £52.00 , £22.49 ,25," £1,300.00 ", £562.25 ,0.00%, £737.75 ,57%
2629,03/26/19,201903,323,MS08-XS-Red, £13.00 , £7.02 ,45, £585.00 , £315.90 ,40.91%, £269.10 ,46%
2630,03/26/19,201903,422,MH11-M-Red, £38.00 , £22.80 ,47," £1,786.00 "," £1,071.60 ",2.56%, £714.40 ,40%
2631,03/26/19,201903,592,MP01-32-Purple, £49.00 , £22.82 ,4, £196.00 , £91.28 ,3.92%, £104.72 ,53%
2632,03/27/19,201903,150,MSH11-32-Black, £38.00 , £9.88 ,22, £836.00 , £217.36 ,15.56%, £618.64 ,74%
2633,03/27/19,201903,426,WB01-M-Black, £23.00 , £8.30 ,47," £1,081.00 ", £390.10 ,20.69%, £690.90 ,64%
2634,03/27/19,201903,723,MJ12-XS-Blue, £55.00 , £23.42 ,31," £1,705.00 ", £726.02 ,15.38%, £978.98 ,57%
2635,03/27/19,201903,750,MP06-34-Orange, £38.00 , £17.81 ,5, £190.00 , £89.05 ,29.63%, £100.95 ,53%
2636,03/27/19,201903,736,WH01-S-Orange, £30.00 , £11.05 ,34," £1,020.00 ", £375.70 ,0.00%, £644.30 ,63%
2637,03/28/19,201903,203,WH01-S-Purple, £24.00 , £11.04 ,32, £768.00 , £353.28 ,14.29%, £414.72 ,54%
2638,03/28/19,201903,309,MP08-34-Red, £39.00 , £12.84 ,32," £1,248.00 ", £410.88 ,27.78%, £837.12 ,67%
2639,03/28/19,201903,43,MP01-34-Gray, £51.00 , £28.12 ,29," £1,479.00 ", £815.48 ,3.77%, £663.52 ,45%
2640,03/28/19,201903,731,MT09-XS-Blue, £21.00 , £5.67 ,32, £672.00 , £181.44 ,8.70%, £490.56 ,73%
2641,03/28/19,201903,445,MH12-M-Blue, £38.00 , £15.96 ,18, £684.00 , £287.28 ,13.64%, £396.72 ,58%
2642,03/28/19,201903,223,MJ06-XS-Blue, £60.00 , £19.64 ,35," £2,100.00 ", £687.40 ,7.69%," £1,412.60 ",67%
2643,03/28/19,201903,492,MP06-32-Orange, £41.00 , £19.15 ,40," £1,640.00 ", £766.00 ,22.64%, £874.00 ,53%
2644,03/28/19,201903,105,MSH03-34-Black, £42.00 , £21.42 ,48," £2,016.00 "," £1,028.16 ",4.55%, £987.84 ,49%
2645,03/28/19,201903,638,MSH02-36-Black, £26.00 , £10.98 ,33, £858.00 , £362.34 ,40.91%, £495.66 ,58%
2646,03/29/19,201903,322,MSH08-33-Blue, £41.00 , £14.89 ,9, £369.00 , £134.01 ,4.65%, £234.99 ,64%
2647,03/29/19,201903,304,WH01-XL-Green, £32.00 , £14.72 ,44," £1,408.00 ", £647.68 ,27.27%, £760.32 ,54%
2648,03/29/19,201903,264,WH01-XL-Orange, £21.00 , £16.59 ,25, £525.00 , £414.75 ,53.33%, £110.25 ,21%
2649,03/30/19,201903,259,MS11-XL-Green, £10.00 , £4.89 ,22, £220.00 , £107.58 ,41.18%, £112.42 ,51%
2650,03/30/19,201903,437,MP04-33-Gray, £33.00 , £11.22 ,18, £594.00 , £201.96 ,40.00%, £392.04 ,66%
2651,03/30/19,201903,332,MH12-M-Red, £23.00 , £9.43 ,34, £782.00 , £320.62 ,48.89%, £461.38 ,59%
2652,03/30/19,201903,745,MJ08-XL-Blue, £61.00 , £37.21 ,21," £1,281.00 ", £781.41 ,4.69%, £499.59 ,39%
2653,03/30/19,201903,11,MH07-L-Gray, £30.00 , £12.47 ,16, £480.00 , £199.52 ,31.82%, £280.48 ,58%
2654,03/31/19,201903,144,MJ02-S-Orange, £43.00 , £20.48 ,20, £860.00 , £409.60 ,28.33%, £450.40 ,52%
2655,03/31/19,201903,238,MSH07-36-Blue, £27.00 , £17.04 ,3, £81.00 , £51.12 ,38.64%, £29.88 ,37%
2656,04/01/19,201904,708,MS01-L-Black, £11.00 , £7.36 ,31, £341.00 , £228.16 ,52.17%, £112.84 ,33%
2657,04/01/19,201904,677,MP11-32-Pink, £37.00 , £16.96 ,33," £1,221.00 ", £559.68 ,7.50%, £661.32 ,54%
2658,04/01/19,201904,284,WB01-L-Black, £14.00 , £9.21 ,29, £406.00 , £267.09 ,51.72%, £138.91 ,34%
2659,04/01/19,201904,668,MH06-M-Black, £43.00 , £11.90 ,1, £43.00 , £11.90 ,2.27%, £31.10 ,72%
2660,04/01/19,201904,580,MT03-M-Red, £15.00 , £6.80 ,8, £120.00 , £54.40 ,40.00%, £65.60 ,55%
2661,04/01/19,201904,387,MS04-M-Orange, £10.00 , £4.99 ,46, £460.00 , £229.54 ,50.00%, £230.46 ,50%
2662,04/02/19,201904,631,MP01-36-Black, £48.00 , £25.91 ,29," £1,392.00 ", £751.39 ,5.88%, £640.61 ,46%
2663,04/02/19,201904,130,WH01-XL-Purple, £39.00 , £13.16 ,20, £780.00 , £263.20 ,9.30%, £516.80 ,66%
2664,04/02/19,201904,323,MSH01-32-Black, £25.00 , £12.33 ,49," £1,225.00 ", £604.17 ,40.48%, £620.83 ,51%
2665,04/02/19,201904,3,WH01-XS-Green, £23.00 , £11.03 ,17, £391.00 , £187.51 ,43.90%, £203.49 ,52%
2666,04/03/19,201904,208,MS01-XL-Black, £6.00 , £3.62 ,50, £300.00 , £181.00 ,71.43%, £119.00 ,40%
2667,04/03/19,201904,545,MH03-XL-Blue, £45.00 , £16.83 ,15, £675.00 , £252.45 ,0.00%, £422.55 ,63%
2668,04/04/19,201904,210,MJ11-S-Pink, £58.00 , £28.24 ,9, £522.00 , £254.16 ,6.45%, £267.84 ,51%
2669,04/04/19,201904,758,MJ04-L-Black, £61.00 , £31.93 ,13, £793.00 , £415.09 ,3.17%, £377.91 ,48%
2670,04/04/19,201904,705,MT04-S-Blue, £23.00 , £8.46 ,33, £759.00 , £279.18 ,8.00%, £479.82 ,63%
2671,04/05/19,201904,400,MT01-XL-Red, £21.00 , £10.08 ,13, £273.00 , £131.04 ,16.00%, £141.96 ,52%
2672,04/05/19,201904,532,MSH11-32-Blue, £40.00 , £20.80 ,39," £1,560.00 ", £811.20 ,11.11%, £748.80 ,48%
2673,04/05/19,201904,36,MSH12-33-Red, £33.00 , £14.71 ,49," £1,617.00 ", £720.79 ,23.26%, £896.21 ,55%
2674,04/05/19,201904,101,MSH12-34-Black, £32.00 , £17.65 ,9, £288.00 , £158.85 ,20.00%, £129.15 ,45%
2675,04/05/19,201904,452,MJ11-XL-Red, £54.00 , £15.39 ,19," £1,026.00 ", £292.41 ,16.92%, £733.59 ,72%
2676,04/05/19,201904,488,MSH10-36-Blue, £38.00 , £17.75 ,29," £1,102.00 ", £514.75 ,15.56%, £587.25 ,53%
2677,04/06/19,201904,207,MP11-32-Brown, £38.00 , £27.27 ,20, £760.00 , £545.40 ,30.91%, £214.60 ,28%
2678,04/06/19,201904,480,MT12-XS-Blue, £24.00 , £7.44 ,20, £480.00 , £148.80 ,0.00%, £331.20 ,69%
2679,04/06/19,201904,434,WH01-XS-Orange, £23.00 , £10.49 ,23, £529.00 , £241.27 ,47.73%, £287.73 ,54%
2680,04/06/19,201904,685,MS03-XL-Green, £11.00 , £6.23 ,3, £33.00 , £18.69 ,56.00%, £14.31 ,43%
2681,04/07/19,201904,698,MH01-XL-Gray, £45.00 , £14.28 ,12, £540.00 , £171.36 ,0.00%, £368.64 ,68%
2682,04/07/19,201904,252,WH01-L-Green, £25.00 , £20.23 ,8, £200.00 , £161.84 ,44.44%, £38.16 ,19%
2683,04/07/19,201904,9,MT01-M-Orange, £25.00 , £8.46 ,15, £375.00 , £126.90 ,0.00%, £248.10 ,66%
2684,04/08/19,201904,402,MT06-XL-Black, £19.00 , £8.46 ,18, £342.00 , £152.28 ,17.39%, £189.72 ,55%
2685,04/08/19,201904,559,MP11-36-Green, £48.00 , £17.17 ,43," £2,064.00 ", £738.31 ,11.11%," £1,325.69 ",64%
2686,04/08/19,201904,12,MH05-S-Green, £41.00 , £15.85 ,32," £1,312.00 ", £507.20 ,0.00%, £804.80 ,61%
2687,04/08/19,201904,437,MH09-S-Blue, £28.00 , £15.30 ,28, £784.00 , £428.40 ,36.36%, £355.60 ,45%
2688,04/08/19,201904,437,MH07-L-Black, £29.00 , £15.82 ,3, £87.00 , £47.46 ,35.56%, £39.54 ,45%
2689,04/08/19,201904,63,MP12-33-Black, £34.00 , £14.32 ,7, £238.00 , £100.24 ,33.33%, £137.76 ,58%
2690,04/08/19,201904,453,WH01-XS-Purple, £20.00 , £11.20 ,8, £160.00 , £89.60 ,51.22%, £70.40 ,44%
2691,04/08/19,201904,104,MJ03-M-Red, £42.00 , £12.18 ,12, £504.00 , £146.16 ,35.38%, £357.84 ,71%
2692,04/08/19,201904,642,MT04-L-Blue, £20.00 , £9.05 ,40, £800.00 , £362.00 ,16.67%, £438.00 ,55%
2693,04/08/19,201904,103,MH10-M-Black, £22.00 , £7.48 ,27, £594.00 , £201.96 ,50.00%, £392.04 ,66%
2694,04/08/19,201904,569,MSH07-34-Black, £43.00 , £15.34 ,15, £645.00 , £230.10 ,4.44%, £414.90 ,64%
2695,04/08/19,201904,288,WB03-XS-Yellow, £26.00 , £7.77 ,46," £1,196.00 ", £357.42 ,10.34%, £838.58 ,70%
2696,04/09/19,201904,757,MSH05-32-Pink, £43.00 , £15.81 ,25," £1,075.00 ", £395.25 ,0.00%, £679.75 ,63%
2697,04/09/19,201904,315,MS04-L-Red, £21.00 , £6.73 ,11, £231.00 , £74.03 ,16.00%, £156.97 ,68%
2698,04/09/19,201904,324,WH02-S-Pink, £36.00 , £17.64 ,29," £1,044.00 ", £511.56 ,16.28%, £532.44 ,51%
2699,04/09/19,201904,439,MT02-S-White, £21.00 , £8.43 ,18, £378.00 , £151.74 ,16.00%, £226.26 ,60%
2700,04/09/19,201904,597,MJ01-L-Yellow, £55.00 , £22.83 ,8, £440.00 , £182.64 ,12.70%, £257.36 ,58%
2701,04/09/19,201904,494,MH09-S-Blue, £26.00 , £15.30 ,40," £1,040.00 ", £612.00 ,40.91%, £428.00 ,41%
2702,04/09/19,201904,586,MH01-S-Gray, £21.00 , £11.97 ,13, £273.00 , £155.61 ,48.78%, £117.39 ,43%
2703,04/09/19,201904,627,MP01-32-Pink, £51.00 , £17.25 ,46," £2,346.00 ", £793.50 ,0.00%," £1,552.50 ",66%
2704,04/09/19,201904,727,MH11-XS-Red, £22.00 , £14.83 ,31, £682.00 , £459.73 ,50.00%, £222.27 ,33%
2705,04/09/19,201904,425,MH10-L-Red, £27.00 , £18.28 ,16, £432.00 , £292.48 ,38.64%, £139.52 ,32%
2706,04/09/19,201904,81,MH05-S-Red, £21.00 , £12.34 ,9, £189.00 , £111.06 ,52.27%, £77.94 ,41%
2707,04/10/19,201904,449,WH02-L-Blue, £32.00 , £16.26 ,17, £544.00 , £276.42 ,27.27%, £267.58 ,49%
2708,04/10/19,201904,61,MP12-33-Red, £54.00 , £24.13 ,11, £594.00 , £265.43 ,0.00%, £328.57 ,55%
2709,04/10/19,201904,347,MP06-32-Orange, £42.00 , £19.15 ,9, £378.00 , £172.35 ,20.75%, £205.65 ,54%
2710,04/10/19,201904,503,MSH05-32-Pink, £36.00 , £15.81 ,39," £1,404.00 ", £616.59 ,16.28%, £787.41 ,56%
2711,04/10/19,201904,626,MH05-L-Red, £36.00 , £17.68 ,50," £1,800.00 ", £884.00 ,14.29%, £916.00 ,51%
2712,04/10/19,201904,493,WH02-L-Green, £33.00 , £14.03 ,10, £330.00 , £140.30 ,0.00%, £189.70 ,57%
2713,04/10/19,201904,547,MH05-M-Red, £35.00 , £10.37 ,15, £525.00 , £155.55 ,18.60%, £369.45 ,70%
2714,04/13/19,201904,188,MH13-XS-Lavender, £43.00 , £15.81 ,12, £516.00 , £189.72 ,0.00%, £326.28 ,63%
2715,04/13/19,201904,535,MSH05-32-Black, £36.00 , £9.00 ,5, £180.00 , £45.00 ,0.00%, £135.00 ,75%
2716,04/13/19,201904,683,WH02-L-Orange, £45.00 , £18.45 ,18, £810.00 , £332.10 ,0.00%, £477.90 ,59%
2717,04/13/19,201904,761,WB01-S-Black, £14.00 , £5.66 ,31, £434.00 , £175.46 ,39.13%, £258.54 ,60%
2718,04/13/19,201904,49,MP05-34-Black, £36.00 , £22.92 ,50," £1,800.00 "," £1,146.00 ",33.33%, £654.00 ,36%
2719,04/13/19,201904,308,MH05-XS-Red, £29.00 , £12.74 ,20, £580.00 , £254.80 ,35.56%, £325.20 ,56%
2720,04/13/19,201904,641,MSH05-32-Pink, £36.00 , £15.81 ,14, £504.00 , £221.34 ,16.28%, £282.66 ,56%
2721,04/13/19,201904,574,MJ02-XS-Red, £65.00 , £17.85 ,50," £3,250.00 ", £892.50 ,0.00%," £2,357.50 ",73%
2722,04/13/19,201904,398,MP05-36-Black, £49.00 , £28.18 ,40," £1,960.00 "," £1,127.20 ",0.00%, £832.80 ,42%
2723,04/13/19,201904,657,MSH08-34-Blue, £41.00 , £14.70 ,32," £1,312.00 ", £470.40 ,2.38%, £841.60 ,64%
2724,04/13/19,201904,563,MJ01-S-Yellow, £63.00 , £21.40 ,25," £1,575.00 ", £535.00 ,0.00%," £1,040.00 ",66%
2725,04/13/19,201904,550,MJ04-XS-Black, £52.00 , £21.62 ,8, £416.00 , £172.96 ,18.75%, £243.04 ,58%
2726,04/13/19,201904,442,WH02-M-Blue, £35.00 , £17.50 ,21, £735.00 , £367.50 ,2.78%, £367.50 ,50%
2727,04/14/19,201904,487,WH02-M-Green, £35.00 , £17.07 ,15, £525.00 , £256.05 ,22.22%, £268.95 ,51%
2728,04/14/19,201904,403,MJ07-L-Yellow, £43.00 , £25.80 ,31," £1,333.00 ", £799.80 ,33.85%, £533.20 ,40%
2729,04/14/19,201904,34,MS07-S-Pink, £9.00 , £4.56 ,35, £315.00 , £159.60 ,62.50%, £155.40 ,49%
2730,04/14/19,201904,536,MP12-32-Red, £38.00 , £21.39 ,20, £760.00 , £427.80 ,29.63%, £332.20 ,44%
2731,04/14/19,201904,486,MJ01-L-Orange, £53.00 , £23.93 ,24," £1,272.00 ", £574.32 ,10.17%, £697.68 ,55%
2732,04/14/19,201904,88,WH02-M-Orange, £24.00 , £15.08 ,47," £1,128.00 ", £708.76 ,40.00%, £419.24 ,37%
2733,04/14/19,201904,345,MH05-S-White, £31.00 , £10.14 ,25, £775.00 , £253.50 ,29.55%, £521.50 ,67%
2734,04/14/19,201904,448,MS12-M-Black, £12.00 , £5.24 ,39, £468.00 , £204.36 ,47.83%, £263.64 ,56%
2735,04/15/19,201904,633,MT07-M-Gray, £19.00 , £9.90 ,13, £247.00 , £128.70 ,20.83%, £118.30 ,48%
2736,04/16/19,201904,757,MSH05-32-Blue, £30.00 , £13.06 ,10, £300.00 , £130.60 ,28.57%, £169.40 ,56%
2737,04/17/19,201904,478,MT07-S-Pink, £21.00 , £8.29 ,18, £378.00 , £149.22 ,16.00%, £228.78 ,61%
2738,04/17/19,201904,683,WH02-S-Blue, £20.00 , £15.34 ,21, £420.00 , £322.14 ,54.55%, £97.86 ,23%
2739,04/17/19,201904,405,MT01-L-Orange, £16.00 , £10.13 ,43, £688.00 , £435.59 ,36.00%, £252.41 ,37%
2740,04/17/19,201904,529,MS12-M-Red, £22.00 , £6.85 ,26, £572.00 , £178.10 ,12.00%, £393.90 ,69%
2741,04/17/19,201904,165,WB04-XL-Purple, £24.00 , £10.84 ,4, £96.00 , £43.36 ,20.00%, £52.64 ,55%
2742,04/17/19,201904,522,MSH11-32-Black, £30.00 , £9.88 ,20, £600.00 , £197.60 ,33.33%, £402.40 ,67%
2743,04/18/19,201904,267,MSH05-32-Pink, £25.00 , £15.81 ,46," £1,150.00 ", £727.26 ,41.86%, £422.74 ,37%
2744,04/18/19,201904,205,MS05-L-Purple, £21.00 , £6.09 ,28, £588.00 , £170.52 ,12.50%, £417.48 ,71%
2745,04/18/19,201904,473,WB01-XL-Purple, £16.00 , £6.53 ,1, £16.00 , £6.53 ,42.86%, £9.47 ,59%
2746,04/18/19,201904,654,MT09-L-Blue, £23.00 , £9.20 ,24, £552.00 , £220.80 ,4.17%, £331.20 ,60%
2747,04/18/19,201904,192,WB03-S-Pink, £27.00 , £9.12 ,9, £243.00 , £82.08 ,0.00%, £160.92 ,66%
2748,04/18/19,201904,626,MT03-M-Blue, £16.00 , £6.05 ,20, £320.00 , £121.00 ,33.33%, £199.00 ,62%
2749,04/18/19,201904,346,MT03-M-Red, £16.00 , £6.80 ,2, £32.00 , £13.60 ,36.00%, £18.40 ,58%
2750,04/18/19,201904,663,MSH05-33-Black, £36.00 , £17.44 ,22, £792.00 , £383.68 ,20.00%, £408.32 ,52%
2751,04/18/19,201904,444,MS02-XS-Blue, £20.00 , £9.10 ,32, £640.00 , £291.20 ,20.00%, £348.80 ,55%
2752,04/18/19,201904,555,WB03-S-Yellow, £27.00 , £14.76 ,26, £702.00 , £383.76 ,0.00%, £318.24 ,45%
2753,04/18/19,201904,424,MJ10-L-Black, £40.00 , £21.71 ,44," £1,760.00 ", £955.24 ,38.46%, £804.76 ,46%
